,Hugo_Symbol,breast,bladder,kidney,Entrez
297,CFHR2,0.29820224719101124,0.6181818181818183,0.755,3080
298,ARSI,26.8976404494382,107.54727272727273,29.477812500000002,340075
299,FOLR2,1194.1583146067417,1000.7145454545455,371.420625,2350
300,BMPER,114.51898876404493,36.68090909090909,14.223437500000001,168667
301,RIMBP3B,0.9253932584269663,0.6427272727272727,0.5796874999999999,440804
302,BCORL1,167.46303370786518,119.69090909090909,149.995,63035
303,TIMD4,18.32415730337079,18.498181818181816,76.9034375,91937
304,FMN1,91.10325842696629,23.449090909090913,104.01124999999999,342184
305,CA11,402.0350561797752,362.0590909090909,516.118125,770
306,SPOP,1106.9219101123597,1515.3381818181815,812.69375,8405
307,PPT2,400.074606741573,423.5654545454545,632.2890625,9374
308,REEP1,166.6906741573034,427.0245454545455,51.125625,65055
309,MARK4,491.84842696629215,573.7490909090909,357.8296875,57787
310,POTEF,8.894494382022472,0.65,0.18625,728378
311,SRI,3315.0928089887634,3389.020909090909,3404.754375,6717
312,FAAH2,183.91415730337079,109.01818181818182,372.765625,158584
313,MIXL1,6.003707865168539,4.108181818181818,2.426875,83881
314,STX17,352.36640449438204,232.5390909090909,280.42156249999994,55014
315,TAS2R31,5.994606741573033,3.521818181818182,2.8203125,259290
316,HIST1H2BF,10.015505617977526,6.207272727272727,4.295,-1
317,RSG1,78.00303370786517,102.65363636363637,158.16750000000002,-1
318,ZBTB32,7.803146067415731,15.857272727272731,5.49,27033
319,TACR3,0.4903370786516854,10.725454545454546,3.7718749999999996,6870
320,RP11-585F1.10,0.7364044943820224,0.39545454545454545,0.8009375000000001,-1
321,NME1-NME2,16207.248202247189,15985.893636363635,12543.190625,654364
322,DCC,3.4376404494382022,1.8090909090909089,4.476875,1630
323,CRYBB3,3.6532584269662927,3.7118181818181815,46.7246875,1417
324,ECI1,1334.076179775281,1599.0336363636366,3752.4846874999994,1632
325,ARHGAP6,120.64325842696627,277.4827272727273,257.3303125,395
326,SPDYA,11.979550561797753,7.279090909090908,7.4053125,245711
327,SH2B1,744.97,864.3,814.035625,25970
328,RPS17,14283.868764044944,11890.409999999998,6378.377812500001,6218
329,XYLT2,359.0139325842697,378.1781818181818,380.00124999999997,64132
330,SLC27A2,173.94089887640448,82.69727272727272,1155.739375,11001
331,LRRTM1,1.8770786516853932,15.628181818181817,12.473125000000001,347730
332,TAMM41,318.5388764044944,262.2327272727273,211.211875,132001
333,TTLL4,553.694606741573,264.0427272727273,206.2315625,9654
334,MATN1,2.5153932584269665,2.52,1.75125,4146
335,METTL20,98.5832584269663,50.48545454545454,126.0253125,-1
336,AL627171.2,3.024382022471911,0.7872727272727272,1.2734375,-1
337,FOXK1,198.6668539325843,194.22818181818184,159.48874999999998,221937
338,ZNF32,1335.4656179775282,1053.1772727272728,1199.34125,7580
339,VGLL1,318.75067415730337,415.3536363636364,188.8609375,51442
340,AKAP10,402.3052808988764,248.14,312.59375,11216
341,AC005779.2,2.385168539325843,1.0981818181818181,0.99,-1
342,ZCCHC7,361.27044943820226,244.8890909090909,196.4821875,84186
343,FNDC1,131.04629213483148,31.075454545454544,37.1153125,84624
344,TBPL1,606.0803370786516,559.1854545454545,470.24749999999995,9519
345,AL360004.1,0.23157303370786517,1.0609090909090908,1.2199999999999998,-1
346,RAB37,68.88258426966291,171.15999999999997,81.4521875,326624
347,CD96,154.8391011235955,136.98090909090908,34.3778125,10225
348,TTLL12,532.8004494382023,617.0672727272728,348.5434375,23170
349,NID1,1329.4097752808989,1086.1818181818182,686.3934375000001,4811
350,ITFG1,1447.5311235955055,1064.3318181818179,1822.2150000000001,81533
351,ERBB2IP,710.3951685393258,626.5872727272728,742.6424999999999,-1
352,TBC1D29,1.5110112359550565,1.5118181818181817,1.2021875,-1
353,SMOC1,370.50617977528094,35.973636363636366,175.1246875,64093
354,SPRTN,156.5138202247191,106.19272727272728,112.66843750000001,83932
355,PPP1R32,83.67550561797752,53.17272727272728,80.1034375,220004
356,NDP,104.22213483146068,14.994545454545454,6.210312500000001,4693
357,PRLR,311.39730337078646,13.561818181818182,244.21218750000003,5618
358,FAM72A,42.41426966292134,44.940909090909095,25.480000000000004,729533
359,SYNDIG1,29.105842696629214,33.77,222.36875,79953
360,RTP3,0.922247191011236,0.9609090909090908,5.424062500000001,83597
361,ZADH2,620.4699999999999,374.48636363636365,696.8946875,284273
362,E2F2,13.904044943820228,11.818181818181815,2.845,1870
363,VN1R2,0.16516853932584272,0.19363636363636363,0.25906250000000003,317701
364,CASK,528.7556179775281,326.35636363636365,400.2715625,8573
365,SH3BP5,1754.2753932584267,960.230909090909,1416.0528125,9467
366,MUC3A,28.52943820224719,22.824545454545454,62.3178125,4584
367,CTDSPL2,404.28067415730334,237.1436363636364,284.951875,51496
368,TAC4,3.4648314606741573,8.730909090909092,2.336875,255061
369,DNAJB7,2.2401123595505616,1.8836363636363636,1.3246875,150353
370,TAGLN3,3.0615730337078655,7.668181818181818,394.7421875,29114
371,ZNF189,403.91471910112364,211.71272727272725,333.65125,7743
372,FCGR1B,62.412921348314605,42.65909090909091,35.0578125,2210
373,CDC26,984.3066292134831,1075.538181818182,934.8415625,246184
374,CTPS1,256.3334831460674,859.6154545454544,347.32624999999996,1503
375,CNBP,9221.724606741573,9445.221818181819,7048.188125000001,7555
376,TLR10,25.977528089887635,19.07454545454545,7.084687499999999,81793
377,PROZ,1.8766292134831466,1.4163636363636363,107.18249999999999,8858
378,HIST1H1A,0.7410112359550562,0.5545454545454546,0.4175,-1
379,PLEKHM2,743.5110112359552,872.9972727272725,578.1665625,23207
380,CASQ2,228.94550561797752,1675.3227272727274,128.97625,845
381,MUC2,5.844044943820223,19.414545454545458,0.3921875,4583
382,DCTPP1,902.3,816.6354545454545,1078.068125,79077
383,LIPM,1.4391011235955058,5.47909090909091,2.7365625000000002,340654
384,GATSL2,36.58449438202247,17.585454545454542,39.066874999999996,-1
385,POLR2B,1257.4922471910113,966.9509090909091,875.2490624999999,5431
386,ENSA,5119.10382022472,5697.825454545455,4194.8453125,2029
387,NMD3,1015.3066292134831,900.6736363636365,811.8643749999999,51068
388,SLC27A6,211.99269662921347,25.50545454545454,1.0065625,28965
389,SEC23A,866.8517977528089,966.6636363636363,442.7390625,10484
390,ENTPD7,73.41516853932585,209.75909090909093,106.84375,57089
391,STRIP2,13.790112359550564,10.887272727272727,44.344375,57464
392,ZNF26,162.5634831460674,119.1190909090909,107.4790625,7574
393,CPPED1,326.8177528089888,258.34090909090907,699.895625,55313
394,STRA6,51.4223595505618,73.9509090909091,221.573125,64220
395,THSD1,229.0540449438202,83.46727272727273,73.47999999999999,55901
396,RP11-403P17.5,5.179101123595506,2.972727272727273,3.450625,-1
397,IER3IP1,1095.583820224719,887.1309090909091,1524.9906250000001,51124
398,TSPAN4,2189.9669662921347,1591.0654545454547,1750.5865625,-9223372036854775808
399,SHISA4,485.02460674157305,468.0645454545454,672.4749999999999,149345
400,ARPC3,5792.863258426966,6795.677272727273,5761.834375,10094
401,GRPEL1,827.7447191011236,870.4472727272728,1224.1956249999998,80273
402,RALYL,3.0374157303370786,0.0,384.6871875,138046
403,RPL22L1,1878.1862921348313,1829.4327272727276,809.7993749999999,200916
404,GMFG,1406.8584269662922,1623.370909090909,866.7049999999999,9535
405,RNF26,555.26,568.8254545454546,554.1071875,79102
406,PSME3,1629.1061797752811,1624.5318181818184,1908.011875,10197
407,ZNF471,157.0498876404494,71.18363636363637,95.8353125,57573
408,MUM1L1,73.98056179775281,16.046363636363637,28.7959375,-1
409,TMEM214,1566.853033707865,1235.93,1116.8446875,54867
410,CD37,537.0112359550562,788.7972727272728,303.166875,951
